row_type,author_set,source_type,condition,feature,chunk_size,author,cohort,n_authors,n_observations,n_correct,macro_accuracy,macro_ci_low,macro_ci_high,micro_accuracy,micro_ci_low,micro_ci_high,cluster_unit,n_clusters,most_predicted
author,existing,llm,pro,f3,2000,charlotte_bronte,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f3,2000,herbert_george_wells,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f3,2000,jane_austen,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f3,2000,joseph_conrad,existing,1,10,2,0.2,0.0,0.4,0.2,0.0,0.4,prompt_source_book,2,
author,existing,llm,pro,f3,2000,mark_twain,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f3,2000,mary_shelley,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f3,2000,oscar_wilde,existing,1,10,1,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
summary,existing,llm,pro,f3,4000,ALL,all,10,100,10,0.1,0.0,0.20000000000000004,0.1,0.0,0.2,author,10,herbert_george_wells:73; oscar_wilde:10; arthur_conan_doyle:9
author,existing,llm,pro,f3,4000,agnes_may_fleming,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f3,4000,arthur_conan_doyle,existing,1,10,4,0.4,0.0,1.0,0.4,0.0,1.0,prompt_source_book,3,
author,existing,llm,pro,f3,4000,charles_dickens,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,3,
author,existing,llm,pro,f3,4000,charlotte_bronte,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f3,4000,herbert_george_wells,existing,1,10,4,0.4,0.2,0.6,0.4,0.2,0.6,prompt_source_book,2,
author,existing,llm,pro,f3,4000,jane_austen,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f3,4000,joseph_conrad,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f3,4000,mark_twain,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f3,4000,mary_shelley,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f3,4000,oscar_wilde,existing,1,10,2,0.2,0.0,0.4,0.2,0.0,0.4,prompt_source_book,2,
summary,new,human,,f1,1000,ALL,all,10,457,385,0.8092745251285136,0.6448144189026864,0.930367267372934,0.8424507658643327,0.7332744565217392,0.91719113372093,author,10,susan_warner:119; ethel_m_dell:71; louis_joseph_vance:58
author,new,human,,f1,1000,arthur_scott_bailey,new,1,6,6,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,new,human,,f1,1000,ethel_m_dell,new,1,80,59,0.7375,0.6521739130434783,0.782608695652174,0.7375,0.6521739130434783,0.782608695652174,book_id,3,
author,new,human,,f1,1000,harold_l_goodwin,new,1,24,23,0.9583333333333334,0.875,1.0,0.9583333333333334,0.875,1.0,book_id,3,
author,new,human,,f1,1000,john_c_hutcheson,new,1,49,45,0.9183673469387755,0.8,1.0,0.9183673469387755,0.8,1.0,book_id,3,
author,new,human,,f1,1000,kathleen_thompson_norris,new,1,53,49,0.9245283018867925,0.8333333333333334,1.0,0.9245283018867925,0.8333333333333334,1.0,book_id,3,
author,new,human,,f1,1000,louis_joseph_vance,new,1,44,41,0.9318181818181818,0.8461538461538461,1.0,0.9318181818181818,0.8461538461538461,1.0,book_id,3,
author,new,human,,f1,1000,luis_senarens,new,1,18,4,0.2222222222222222,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.16666666666666666,0.3333333333333333,book_id,3,
author,new,human,,f1,1000,mildred_wirt,new,1,29,27,0.9310344827586207,0.8888888888888888,1.0,0.9310344827586207,0.8888888888888888,1.0,book_id,3,
author,new,human,,f1,1000,robert_sidney_bowen,new,1,27,15,0.5555555555555556,0.0,0.8888888888888888,0.5555555555555556,0.0,0.8888888888888888,book_id,3,
author,new,human,,f1,1000,susan_warner,new,1,127,116,0.9133858267716536,0.7931034482758621,0.9787234042553191,0.9133858267716536,0.7931034482758621,0.9787234042553191,book_id,3,
summary,new,human,,f1,2000,ALL,all,10,221,203,0.8733870967741935,0.7233870967741935,0.9884770471464019,0.918552036199095,0.812817937511876,0.9833360927152317,author,10,susan_warner:61; ethel_m_dell:39; kathleen_thompson_norris:25
author,new,human,,f1,2000,arthur_scott_bailey,new,1,3,3,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,new,human,,f1,2000,ethel_m_dell,new,1,39,34,0.8717948717948718,0.8181818181818182,0.9411764705882353,0.8717948717948718,0.8181818181818182,0.9411764705882353,book_id,3,
author,new,human,,f1,2000,harold_l_goodwin,new,1,12,12,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,new,human,,f1,2000,john_c_hutcheson,new,1,23,23,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,new,human,,f1,2000,kathleen_thompson_norris,new,1,26,25,0.9615384615384616,0.9285714285714286,1.0,0.9615384615384616,0.9285714285714286,1.0,book_id,3,
author,new,human,,f1,2000,louis_joseph_vance,new,1,21,21,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,new,human,,f1,2000,luis_senarens,new,1,9,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,book_id,3,
author,new,human,,f1,2000,mildred_wirt,new,1,14,14,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,new,human,,f1,2000,robert_sidney_bowen,new,1,12,7,0.5833333333333334,0.0,1.0,0.5833333333333334,0.0,1.0,book_id,3,
author,new,human,,f1,2000,susan_warner,new,1,62,61,0.9838709677419355,0.96,1.0,0.9838709677419355,0.96,1.0,book_id,3,
summary,new,human,,f1,4000,ALL,all,9,102,97,0.8518518518518517,0.6296296296296295,1.0,0.9509803921568627,0.8305084745762712,1.0,author,9,susan_warner:30; ethel_m_dell:21; kathleen_thompson_norris:12
author,new,human,,f1,4000,ethel_m_dell,new,1,18,18,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,new,human,,f1,4000,harold_l_goodwin,new,1,6,6,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,new,human,,f1,4000,john_c_hutcheson,new,1,11,11,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,new,human,,f1,4000,kathleen_thompson_norris,new,1,12,12,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,new,human,,f1,4000,louis_joseph_vance,new,1,10,10,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,new,human,,f1,4000,luis_senarens,new,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,book_id,3,
author,new,human,,f1,4000,mildred_wirt,new,1,6,6,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,new,human,,f1,4000,robert_sidney_bowen,new,1,6,4,0.6666666666666666,0.0,1.0,0.6666666666666666,0.0,1.0,book_id,3,
author,new,human,,f1,4000,susan_warner,new,1,30,30,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
summary,new,human,,f3,1000,ALL,all,10,457,405,0.8667855664694504,0.7614752522980467,0.9474868635975405,0.8862144420131292,0.8184220251293423,0.9354892353908876,author,10,susan_warner:117; ethel_m_dell:81; louis_joseph_vance:58
author,new,human,,f3,1000,arthur_scott_bailey,new,1,6,6,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,new,human,,f3,1000,ethel_m_dell,new,1,80,67,0.8375,0.7941176470588235,0.8695652173913043,0.8375,0.7941176470588235,0.8695652173913043,book_id,3,
author,new,human,,f3,1000,harold_l_goodwin,new,1,24,22,0.9166666666666666,0.875,1.0,0.9166666666666666,0.875,1.0,book_id,3,
author,new,human,,f3,1000,john_c_hutcheson,new,1,49,47,0.9591836734693877,0.8666666666666667,1.0,0.9591836734693877,0.8666666666666667,1.0,book_id,3,
author,new,human,,f3,1000,kathleen_thompson_norris,new,1,53,51,0.9622641509433962,0.9444444444444444,1.0,0.9622641509433962,0.9444444444444444,1.0,book_id,3,
author,new,human,,f3,1000,louis_joseph_vance,new,1,44,42,0.9545454545454546,0.8461538461538461,1.0,0.9545454545454546,0.8461538461538461,1.0,book_id,3,
author,new,human,,f3,1000,luis_senarens,new,1,18,9,0.5,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,book_id,3,
author,new,human,,f3,1000,mildred_wirt,new,1,29,28,0.9655172413793104,0.8888888888888888,1.0,0.9655172413793104,0.8888888888888888,1.0,book_id,3,
author,new,human,,f3,1000,robert_sidney_bowen,new,1,27,18,0.6666666666666666,0.2222222222222222,1.0,0.6666666666666666,0.2222222222222222,1.0,book_id,3,
author,new,human,,f3,1000,susan_warner,new,1,127,115,0.905511811023622,0.7931034482758621,0.9787234042553191,0.905511811023622,0.7931034482758621,0.9787234042553191,book_id,3,
summary,new,human,,f3,2000,ALL,all,10,221,206,0.8877998345740281,0.7531844499586435,0.9897435897435898,0.9321266968325792,0.836138383629599,0.9810134081228628,author,10,susan_warner:60; ethel_m_dell:43; kathleen_thompson_norris:25
author,new,human,,f3,2000,arthur_scott_bailey,new,1,3,3,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,new,human,,f3,2000,ethel_m_dell,new,1,39,37,0.9487179487179487,0.9090909090909091,1.0,0.9487179487179487,0.9090909090909091,1.0,book_id,3,
author,new,human,,f3,2000,harold_l_goodwin,new,1,12,12,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,new,human,,f3,2000,john_c_hutcheson,new,1,23,23,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,new,human,,f3,2000,kathleen_thompson_norris,new,1,26,25,0.9615384615384616,0.9285714285714286,1.0,0.9615384615384616,0.9285714285714286,1.0,book_id,3,
author,new,human,,f3,2000,louis_joseph_vance,new,1,21,21,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,new,human,,f3,2000,luis_senarens,new,1,9,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,book_id,3,
author,new,human,,f3,2000,mildred_wirt,new,1,14,14,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,new,human,,f3,2000,robert_sidney_bowen,new,1,12,8,0.6666666666666666,0.25,1.0,0.6666666666666666,0.25,1.0,book_id,3,
author,new,human,,f3,2000,susan_warner,new,1,62,60,0.967741935483871,0.9285714285714286,1.0,0.967741935483871,0.9285714285714286,1.0,book_id,3,
summary,new,human,,f3,4000,ALL,all,9,102,98,0.8703703703703705,0.6481481481481481,1.0,0.9607843137254902,0.853650406504065,1.0,author,9,susan_warner:30; ethel_m_dell:20; kathleen_thompson_norris:12
author,new,human,,f3,4000,ethel_m_dell,new,1,18,18,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,new,human,,f3,4000,harold_l_goodwin,new,1,6,6,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,new,human,,f3,4000,john_c_hutcheson,new,1,11,11,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,new,human,,f3,4000,kathleen_thompson_norris,new,1,12,12,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,new,human,,f3,4000,louis_joseph_vance,new,1,10,10,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,new,human,,f3,4000,luis_senarens,new,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,book_id,3,
author,new,human,,f3,4000,mildred_wirt,new,1,6,6,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,new,human,,f3,4000,robert_sidney_bowen,new,1,6,5,0.8333333333333334,0.5,1.0,0.8333333333333334,0.5,1.0,book_id,3,
author,new,human,,f3,4000,susan_warner,new,1,30,30,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
summary,new,llm,flash,f1,1000,ALL,all,10,200,53,0.265,0.06,0.49000000000000005,0.265,0.06,0.49,author,10,kathleen_thompson_norris:97; harold_l_goodwin:38; robert_sidney_bowen:30
author,new,llm,flash,f1,1000,arthur_scott_bailey,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f1,1000,ethel_m_dell,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f1,1000,harold_l_goodwin,new,1,20,15,0.75,0.7,0.8,0.75,0.7,0.8,prompt_source_book,2,
author,new,llm,flash,f1,1000,john_c_hutcheson,new,1,20,2,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,new,llm,flash,f1,1000,kathleen_thompson_norris,new,1,20,20,1.0,1.0,1.0,1.0,1.0,1.0,prompt_source_book,2,
author,new,llm,flash,f1,1000,louis_joseph_vance,new,1,20,4,0.2,0.2,0.2,0.2,0.2,0.2,prompt_source_book,2,
author,new,llm,flash,f1,1000,luis_senarens,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f1,1000,mildred_wirt,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f1,1000,robert_sidney_bowen,new,1,20,12,0.6,0.5,0.7,0.6,0.5,0.7,prompt_source_book,2,
author,new,llm,flash,f1,1000,susan_warner,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,new,llm,flash,f1,2000,ALL,all,10,200,53,0.265,0.05500000000000001,0.51,0.265,0.055,0.51,author,10,kathleen_thompson_norris:96; harold_l_goodwin:49; robert_sidney_bowen:31
author,new,llm,flash,f1,2000,arthur_scott_bailey,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f1,2000,ethel_m_dell,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f1,2000,harold_l_goodwin,new,1,20,17,0.85,0.7,1.0,0.85,0.7,1.0,prompt_source_book,2,
author,new,llm,flash,f1,2000,john_c_hutcheson,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f1,2000,kathleen_thompson_norris,new,1,20,19,0.95,0.9,1.0,0.95,0.9,1.0,prompt_source_book,2,
author,new,llm,flash,f1,2000,louis_joseph_vance,new,1,20,6,0.3,0.2,0.4,0.3,0.2,0.4,prompt_source_book,2,
author,new,llm,flash,f1,2000,luis_senarens,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f1,2000,mildred_wirt,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f1,2000,robert_sidney_bowen,new,1,20,11,0.55,0.5,0.6,0.55,0.5,0.6,prompt_source_book,2,
author,new,llm,flash,f1,2000,susan_warner,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,new,llm,flash,f1,4000,ALL,all,10,200,42,0.21000000000000002,0.045,0.40499999999999997,0.21,0.045,0.405,author,10,kathleen_thompson_norris:95; harold_l_goodwin:47; louis_joseph_vance:38
author,new,llm,flash,f1,4000,arthur_scott_bailey,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f1,4000,ethel_m_dell,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f1,4000,harold_l_goodwin,new,1,20,9,0.45,0.4,0.5,0.45,0.4,0.5,prompt_source_book,2,
author,new,llm,flash,f1,4000,john_c_hutcheson,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f1,4000,kathleen_thompson_norris,new,1,20,18,0.9,0.8,1.0,0.9,0.8,1.0,prompt_source_book,2,
author,new,llm,flash,f1,4000,louis_joseph_vance,new,1,20,6,0.3,0.3,0.3,0.3,0.3,0.3,prompt_source_book,2,
author,new,llm,flash,f1,4000,luis_senarens,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f1,4000,mildred_wirt,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f1,4000,robert_sidney_bowen,new,1,20,9,0.45,0.4,0.5,0.45,0.4,0.5,prompt_source_book,2,
author,new,llm,flash,f1,4000,susan_warner,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,new,llm,flash,f3,1000,ALL,all,10,200,44,0.22000000000000003,0.05,0.43499999999999994,0.22,0.05,0.435,author,10,kathleen_thompson_norris:94; louis_joseph_vance:51; robert_sidney_bowen:34
author,new,llm,flash,f3,1000,arthur_scott_bailey,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f3,1000,ethel_m_dell,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f3,1000,harold_l_goodwin,new,1,20,10,0.5,0.5,0.5,0.5,0.5,0.5,prompt_source_book,2,
author,new,llm,flash,f3,1000,john_c_hutcheson,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f3,1000,kathleen_thompson_norris,new,1,20,19,0.95,0.9,1.0,0.95,0.9,1.0,prompt_source_book,2,
author,new,llm,flash,f3,1000,louis_joseph_vance,new,1,20,4,0.2,0.0,0.4,0.2,0.0,0.4,prompt_source_book,2,
author,new,llm,flash,f3,1000,luis_senarens,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f3,1000,mildred_wirt,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f3,1000,robert_sidney_bowen,new,1,20,11,0.55,0.5,0.6,0.55,0.5,0.6,prompt_source_book,2,
author,new,llm,flash,f3,1000,susan_warner,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,new,llm,flash,f3,2000,ALL,all,10,200,42,0.21000000000000002,0.03,0.40499999999999997,0.21,0.03,0.405,author,10,kathleen_thompson_norris:96; louis_joseph_vance:55; robert_sidney_bowen:34
author,new,llm,flash,f3,2000,arthur_scott_bailey,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f3,2000,ethel_m_dell,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f3,2000,harold_l_goodwin,new,1,20,6,0.3,0.3,0.3,0.3,0.3,0.3,prompt_source_book,2,
author,new,llm,flash,f3,2000,john_c_hutcheson,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f3,2000,kathleen_thompson_norris,new,1,20,19,0.95,0.9,1.0,0.95,0.9,1.0,prompt_source_book,2,
author,new,llm,flash,f3,2000,louis_joseph_vance,new,1,20,5,0.25,0.1,0.4,0.25,0.1,0.4,prompt_source_book,2,
author,new,llm,flash,f3,2000,luis_senarens,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f3,2000,mildred_wirt,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f3,2000,robert_sidney_bowen,new,1,20,12,0.6,0.5,0.7,0.6,0.5,0.7,prompt_source_book,2,
author,new,llm,flash,f3,2000,susan_warner,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,new,llm,flash,f3,4000,ALL,all,10,200,41,0.205,0.04,0.41512499999999936,0.205,0.04,0.4151249999999993,author,10,kathleen_thompson_norris:97; louis_joseph_vance:55; robert_sidney_bowen:30
author,new,llm,flash,f3,4000,arthur_scott_bailey,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f3,4000,ethel_m_dell,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f3,4000,harold_l_goodwin,new,1,20,4,0.2,0.2,0.2,0.2,0.2,0.2,prompt_source_book,2,
author,new,llm,flash,f3,4000,john_c_hutcheson,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f3,4000,kathleen_thompson_norris,new,1,20,19,0.95,0.9,1.0,0.95,0.9,1.0,prompt_source_book,2,
author,new,llm,flash,f3,4000,louis_joseph_vance,new,1,20,6,0.3,0.3,0.3,0.3,0.3,0.3,prompt_source_book,2,
author,new,llm,flash,f3,4000,luis_senarens,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f3,4000,mildred_wirt,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,flash,f3,4000,robert_sidney_bowen,new,1,20,12,0.6,0.6,0.6,0.6,0.6,0.6,prompt_source_book,2,
author,new,llm,flash,f3,4000,susan_warner,new,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,new,llm,pro,f1,1000,ALL,all,10,100,16,0.16,0.03,0.32999999999999996,0.16,0.03,0.33,author,10,harold_l_goodwin:54; luis_senarens:18; louis_joseph_vance:14
author,new,llm,pro,f1,1000,arthur_scott_bailey,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,pro,f1,1000,ethel_m_dell,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,pro,f1,1000,harold_l_goodwin,new,1,10,8,0.8,0.6,1.0,0.8,0.6,1.0,prompt_source_book,2,
author,new,llm,pro,f1,1000,john_c_hutcheson,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,pro,f1,1000,kathleen_thompson_norris,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,pro,f1,1000,louis_joseph_vance,new,1,10,3,0.3,0.2,0.4,0.3,0.2,0.4,prompt_source_book,2,
author,new,llm,pro,f1,1000,luis_senarens,new,1,10,4,0.4,0.0,0.8,0.4,0.0,0.8,prompt_source_book,2,
author,new,llm,pro,f1,1000,mildred_wirt,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,pro,f1,1000,robert_sidney_bowen,new,1,10,1,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,new,llm,pro,f1,1000,susan_warner,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,new,llm,pro,f1,2000,ALL,all,10,100,12,0.12,0.0,0.32,0.12,0.0,0.32,author,10,harold_l_goodwin:84; luis_senarens:9; robert_sidney_bowen:7
author,new,llm,pro,f1,2000,arthur_scott_bailey,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,pro,f1,2000,ethel_m_dell,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,pro,f1,2000,harold_l_goodwin,new,1,10,10,1.0,1.0,1.0,1.0,1.0,1.0,prompt_source_book,2,
author,new,llm,pro,f1,2000,john_c_hutcheson,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,pro,f1,2000,kathleen_thompson_norris,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,pro,f1,2000,louis_joseph_vance,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,pro,f1,2000,luis_senarens,new,1,10,2,0.2,0.0,0.4,0.2,0.0,0.4,prompt_source_book,2,
author,new,llm,pro,f1,2000,mildred_wirt,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,pro,f1,2000,robert_sidney_bowen,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,pro,f1,2000,susan_warner,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,new,llm,pro,f1,4000,ALL,all,10,100,11,0.11000000000000001,0.0,0.31024999999999864,0.11,0.0,0.31024999999999864,author,10,harold_l_goodwin:97; luis_senarens:2; robert_sidney_bowen:1
author,new,llm,pro,f1,4000,arthur_scott_bailey,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,pro,f1,4000,ethel_m_dell,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,pro,f1,4000,harold_l_goodwin,new,1,10,10,1.0,1.0,1.0,1.0,1.0,1.0,prompt_source_book,2,
author,new,llm,pro,f1,4000,john_c_hutcheson,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,pro,f1,4000,kathleen_thompson_norris,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,pro,f1,4000,louis_joseph_vance,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,pro,f1,4000,luis_senarens,new,1,10,1,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,new,llm,pro,f1,4000,mildred_wirt,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,pro,f1,4000,robert_sidney_bowen,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,pro,f1,4000,susan_warner,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,new,llm,pro,f3,1000,ALL,all,10,100,17,0.17,0.0,0.37,0.17,0.0,0.37,author,10,harold_l_goodwin:46; louis_joseph_vance:20; robert_sidney_bowen:14
author,new,llm,pro,f3,1000,arthur_scott_bailey,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,pro,f3,1000,ethel_m_dell,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,pro,f3,1000,harold_l_goodwin,new,1,10,9,0.9,0.8,1.0,0.9,0.8,1.0,prompt_source_book,2,
author,new,llm,pro,f3,1000,john_c_hutcheson,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,pro,f3,1000,kathleen_thompson_norris,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,pro,f3,1000,louis_joseph_vance,new,1,10,5,0.5,0.4,0.6,0.5,0.4,0.6,prompt_source_book,2,
author,new,llm,pro,f3,1000,luis_senarens,new,1,10,3,0.3,0.0,0.6,0.3,0.0,0.6,prompt_source_book,2,
author,new,llm,pro,f3,1000,mildred_wirt,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,new,llm,pro,f3,1000,robert_sidney_bowen,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
